	pdb	id	n_atoms	total_time	elapsed_time	worker_time	json_size	probe_out	removal_distance	n_workers
51	kv1000/1PJU_A.pdb	9173255251742505353	866	815.0066889999999	1.006038	814.000651	92122	8.0	2.4	1
52	kv1000/1KF6_C.pdb	15755223288107693157	1057	604.887774	0.548866	604.3389080000001	208282	4.0	0.6	1
53	kv1000/1K66_A.pdb	9342098163059611797	1179	579.90396	0.423411	579.480549	832954	4.0	0.0	1
54	kv1000/1NAR_A.pdb	13696401328573201591	2333	737.0528	0.739976	736.312824	334055	4.0	1.2	1
55	kv1000/1EPA_A.pdb	5949682594239285263	1202	183.690091	0.38435199999999997	183.305739	155175	4.0	2.4	1
56	kv1000/1JOA_A.pdb	17238295513253209298	3489	555.446464	1.482024	553.9644400000001	996408	4.0	0.6	1
57	kv1000/1HW1_A.pdb	12527551492380760850	1798	387.813677	0.613879	387.199798	259100	4.0	1.2	1
58	kv1000/1K6M_A.pdb	3024245948930613921	3526	586.814841	3.0999529999999997	583.714888	837029	8.0	2.4	1
59	kv1000/1DGJ_A.pdb	5311854609628926562	6854	154.793845	4.457496	150.336349	1130886	4.0	1.2	1
60	kv1000/1Q23_H.pdb	4004878765810700179	1785	832.869025	1.521474	831.347551	268326	8.0	2.4	1
61	kv1000/1K3D_A.pdb	17195683188605636614	4126	569.287034	2.4192080000000002	566.8678259999999	601854	6.0	2.4	1
62	kv1000/1RO5_A.pdb	2770286315188885055	1561	929.9267169999999	0.540825	929.385892	462120	4.0	0.6	1
63	kv1000/1J22_A.pdb	1298977254246976088	1029	480.190737	0.339846	479.850891	270621	4.0	0.6	1
64	kv1000/1MPR_A.pdb	5991787906517463745	3351	714.630971	1.2206700000000001	713.410301	297638	4.0	1.2	1
65	kv1000/1IO8_A.pdb	2080088009545509987	3007	431.74506799999995	2.362218	429.38285	662479	8.0	2.4	1
66	kv1000/1EJF_A.pdb	12541751325806378913	920	178.00190700000002	0.38492	177.61698700000002	620986	4.0	0.0	1
67	kv1000/1OJ5_A.pdb	17707834938464959579	812	794.096587	0.254042	793.842545	200027	4.0	0.6	1
68	kv1000/1I8L_D.pdb	8836608186545902932	834	411.57650099999995	0.24805100000000002	411.32845	184433	4.0	0.6	1
69	kv1000/1H6P_B.pdb	12962147935748538050	1454	373.02734399999997	0.9992260000000001	372.028118	169986	6.0	2.4	1
70	kv1000/1E5R_A.pdb	11164077238379231452	2109	166.749846	0.766165	165.98368100000002	669244	4.0	0.6	1
71	kv1000/1K3D_A.pdb	17868856704808334759	4126	575.930542	1.9467400000000001	573.983802	1171335	4.0	0.6	1
72	kv1000/1CFB_A.pdb	13355674113488257237	1629	60.882311	1.7491619999999999	59.133148999999996	75544	8.0	2.4	1
73	kv1000/1LYN_B.pdb	11274751704243785926	1047	670.101333	0.310137	669.791196	8270	4.0	2.4	1
74	kv1000/1LPB_A.pdb	7749079541839052506	705	658.633325	0.191841	658.441484	152417	4.0	0.6	1
75	kv1000/1O5E_L.pdb	2481701267490472499	1569	768.726822	0.640752	768.0860700000001	55450	6.0	2.4	1
76	kv1000/1NN5_A.pdb	18060439471379579909	1608	745.2992059999999	0.49576400000000004	744.803442	386676	4.0	0.6	1
77	kv1000/1K66_A.pdb	14958063500511246477	1179	580.240697	0.36182	579.878877	300377	4.0	0.6	1
78	kv1000/1T6P_B.pdb	11668317245000825850	4991	1048.024302	3.3932849999999997	1044.631017	1779529	4.0	0.6	1
79	kv1000/1PJU_A.pdb	5786554607096966925	866	815.762286	0.246462	815.5158240000001	110874	4.0	1.2	1
80	kv1000/1CS0_C.pdb	16363997291745382007	8159	95.981829	4.527628	91.454201	2028461	4.0	1.2	1
81	kv1000/1A1X_A.pdb	17145091530367143432	880	4.954401	0.249138	4.7052629999999995	97646	4.0	1.2	1
82	kv1000/1L4U_A.pdb	7539925922671928937	1226	644.492532	0.299576	644.192956	176557	4.0	1.2	1
83	kv1000/1CVJ_F.pdb	13010777090516136107	1028	96.941861	0.675372	96.266489	165095	6.0	2.4	1
84	kv1000/1EUT_A.pdb	15925174212818504392	4534	191.29738999999998	2.719596	188.57779399999998	619458	6.0	2.4	1
85	kv1000/1L4U_A.pdb	10327046824143558060	1226	643.9150089999999	0.420142	643.494867	843616	4.0	0.0	1
86	kv1000/1LVM_A.pdb	13899362004194460270	1827	668.092523	1.7309130000000001	666.3616099999999	300839	8.0	2.4	1
87	kv1000/1LYN_B.pdb	860629677559365652	1047	670.665283	0.602932	670.0623509999999	27283	6.0	2.4	1
88	kv1000/1GL4_A.pdb	6440612124966321713	2123	294.002364	2.1048270000000002	291.897537	393355	8.0	2.4	1
89	kv1000/1IUW_A.pdb	900125782963492268	3124	465.55482800000004	0.950426	464.60440199999994	2150728	4.0	0.0	1
90	kv1000/1T3W_A.pdb	11932332093781663482	1069	1027.808213	0.451874	1027.3563390000002	279668	4.0	0.6	1
91	kv1000/1K6M_A.pdb	5266098286878923580	3526	589.383709	1.404164	587.979545	1323773	4.0	0.6	1
92	kv1000/1RWI_A.pdb	12431464697017662777	1872	930.8206460000001	0.50078	930.319866	185351	4.0	2.4	1
93	kv1000/1L8L_A.pdb	12913583505278558957	1732	647.507672	1.547557	645.9601150000001	434719	8.0	2.4	1
94	kv1000/1S99_A.pdb	6014296909641860630	1429	985.897026	0.500545	985.3964810000001	1094744	4.0	0.0	1
95	kv1000/1S1D_A.pdb	13456951219302444686	2509	947.866175	0.843424	947.022751	1632877	4.0	0.0	1
96	kv1000/1S3S_G.pdb	13007318278318176379	824	964.484772	0.30950900000000003	964.1752630000001	95841	4.0	1.2	1
97	kv1000/1TIE_A.pdb	13557517798892568627	1232	1080.08508	0.43237	1079.65271	847143	4.0	0.0	1
98	kv1000/1BU3_A.pdb	16823211615498242313	799	56.662863	0.881915	55.780947999999995	82544	8.0	2.4	1
99	kv1000/1IQV_A.pdb	12718970440542936911	1317	458.639071	0.46716899999999995	458.17190199999993	952369	4.0	0.0	1
100	kv1000/1LYQ_A.pdb	284324539304291854	756	674.5400179999999	0.23839200000000002	674.3016259999999	174684	4.0	0.6	1
101	kv1000/1K6M_A.pdb	12171709941202987530	3526	590.668196	1.3149389999999999	589.353257	895374	4.0	1.2	1
102	kv1000/1G2W_A.pdb	7813850847908053333	2229	255.874287	0.710957	255.16332999999997	362610	4.0	1.2	1
103	kv1000/1EM2_A.pdb	4064945124262793954	1713	179.958402	0.993708	178.964694	242654	6.0	2.4	1
104	kv1000/1A96_D.pdb	13922435836253184019	1085	14.454098000000002	0.827883	13.626215	89860	6.0	2.4	1
105	kv1000/1DD3_A.pdb	6673281580459439877	944	121.86813500000001	0.656745	121.21139	748202	4.0	0.0	1
106	kv1000/1U8G_A.pdb	15714804114647070715	747	1137.17	0.535157	1136.634843	101317	6.0	2.4	1
107	kv1000/1OK7_B.pdb	8661791233612423929	2843	797.7064330000001	2.163412	795.543021	206919	6.0	2.4	1
108	kv1000/1GVN_A.pdb	16127989003748452572	737	328.97110299999997	0.21936	328.75174300000003	131864	4.0	0.6	1
109	kv1000/1NAR_A.pdb	12062096653223528099	2333	736.341891	0.765332	735.576559	656041	4.0	0.6	1
110	kv1000/1SEZ_A.pdb	18072152513214127443	3471	988.040657	1.3407280000000001	986.6999289999999	464387	4.0	2.4	1
111	kv1000/1Q23_H.pdb	7588760961358407722	1785	833.422419	0.570442	832.8519769999999	1183311	4.0	0.0	1
112	kv1000/1GAN_A.pdb	17504838516498003051	1034	262.32763900000003	0.269935	262.057704	32532	4.0	2.4	1
113	kv1000/1S4E_F.pdb	4542808219785529569	2719	970.415899	1.041513	969.374386	580403	4.0	0.6	1
114	kv1000/1J0W_A.pdb	6477144724642646466	804	477.633984	0.197158	477.436826	34247	4.0	1.2	1
115	kv1000/1QFG_A.pdb	11090698574290370885	5523	873.8612	4.6065510000000005	869.254649	1842283	8.0	2.4	1
116	kv1000/1TIE_A.pdb	10606889409023726451	1232	1078.654802	0.667655	1077.987147	90338	6.0	2.4	1
117	kv1000/1F5A_A.pdb	14120158220786568319	3724	213.094412	2.062118	211.032294	1145906	4.0	0.6	1
118	kv1000/1JEQ_A.pdb	10077193702513631218	4419	531.71807	3.011009	528.7070610000001	681282	4.0	1.2	1
119	kv1000/1TX4_A.pdb	15588103152773430704	1579	1130.888197	0.523745	1130.364452	990535	4.0	0.0	1
120	kv1000/1D2N_A.pdb	3783961051700550432	1929	105.668171	0.724102	104.944069	364975	4.0	1.2	1
121	kv1000/1RO5_A.pdb	13561169134356633869	1561	926.4826449999999	0.511129	925.9715160000001	125902	4.0	2.4	1
122	kv1000/1LTS_A.pdb	11535134563229152226	1511	661.2454339999999	1.327583	659.9178509999999	151876	8.0	2.4	1
123	kv1000/1M7Y_A.pdb	8075253271791777763	3358	690.4540509999999	1.250224	689.2038269999999	2323202	4.0	0.0	1
124	kv1000/1AM2_A.pdb	8824725244289369139	1373	18.166774	0.786031	17.380743	34699	6.0	2.4	1
125	kv1000/1G4T_B.pdb	10055424912400094272	1701	256.31909	0.48753	255.83156	180784	4.0	2.4	1
126	kv1000/1I24_A.pdb	10858701070657529293	3031	396.692682	0.9369540000000001	395.755728	455732	4.0	2.4	1
127	kv1000/1V0E_D.pdb	10027733366994718468	5230	1186.1024830000001	4.493296	1181.609187	792786	6.0	2.4	1
128	kv1000/1NEP_A.pdb	5666982857857491046	1026	739.223992	0.267048	738.956944	204868	4.0	0.6	1
129	kv1000/1AOC_A.pdb	11392063236250355728	1377	25.899307999999998	1.0772700000000002	24.822038	171776	6.0	2.4	1
130	kv1000/1V55_P.pdb	10447057114632755817	2109	1219.3039609999998	0.682301	1218.62166	610229	4.0	0.6	1
131	kv1000/1SEZ_A.pdb	9235670077156922383	3471	997.9886460000001	1.58239	996.4062560000001	814634	4.0	1.2	1
132	kv1000/1FNN_A.pdb	16218908570925394055	3044	235.447975	1.248524	234.19945099999998	183381	4.0	2.4	1
133	kv1000/1W53_A.pdb	12917230583622930076	710	1307.65287	0.838091	1306.8147789999998	60797	8.0	2.4	1
134	kv1000/1HW1_A.pdb	16616187090161237127	1798	382.91348700000003	0.669283	382.244204	71804	4.0	2.4	1
135	kv1000/1W33_A.pdb	13028189962370326083	1504	1305.480316	0.6767880000000001	1304.803528	442460	4.0	0.6	1
136	kv1000/1W8S_E.pdb	16484659057015587800	1937	1311.745812	0.629689	1311.116123	1213335	4.0	0.0	1
137	kv1000/1W20_A.pdb	3991945177116836651	3008	1299.492886	1.000559	1298.492327	410946	4.0	1.2	1
138	kv1000/1PP0_A.pdb	13132228778336507501	1527	829.525174	0.43946199999999996	829.0857120000001	328470	4.0	0.6	1
139	kv1000/1H21_A.pdb	490422690730203611	1845	342.932103	0.748817	342.183286	552793	4.0	0.6	1
140	kv1000/1GAN_A.pdb	4568491360772812457	1034	264.26503199999996	0.278143	263.986889	218858	4.0	0.6	1
141	kv1000/1NUB_A.pdb	8365933558334869024	1834	761.5827559999999	0.701145	760.881611	1446549	4.0	0.0	1
142	kv1000/1VBV_A.pdb	11902486709529638495	603	1233.7718300000001	0.19574	1233.57609	395920	4.0	0.0	1
143	kv1000/1QUS_A.pdb	14636233268905846566	2475	885.9745800000001	0.933902	885.040678	78661	4.0	2.4	1
144	kv1000/1D2P_A.pdb	8079416865211921205	2985	107.197676	1.5912979999999999	105.606378	236292	4.0	2.4	1
145	kv1000/1GVN_A.pdb	1015833965764021225	737	329.154032	0.20594899999999997	328.948083	51743	4.0	1.2	1
146	kv1000/1TR8_A.pdb	64742634507431243	720	1121.919295	1.224687	1120.694608	30108	8.0	2.4	1
147	kv1000/1W98_B.pdb	5345865335001426071	2218	1318.1748289999998	1.224348	1316.950481	224127	6.0	2.4	1
148	kv1000/1Q8I_A.pdb	6984490631582716579	5709	848.360039	4.228623000000001	844.1314160000001	1040077	6.0	2.4	1
149	kv1000/1OBB_A.pdb	9793284719234995451	3864	774.191389	2.162493	772.028896	817757	6.0	2.4	1
150	kv1000/1BCP_B.pdb	7948758875233457259	1528	49.30849	0.8541620000000001	48.454328000000004	1037509	4.0	0.0	1
151	kv1000/1GVN_A.pdb	3337873879354508945	737	327.281991	0.24464499999999997	327.037346	16586	4.0	2.4	1
152	kv1000/1W8S_E.pdb	18394569441981107018	1937	1312.87231	0.557074	1312.315236	231073	4.0	1.2	1
153	kv1000/1T2O_C.pdb	6862278046452376623	1142	1023.2161369999999	0.317696	1022.898441	276609	4.0	0.6	1
154	kv1000/1H21_A.pdb	9606356936737517674	1845	339.30582200000003	1.391514	337.914308	218879	6.0	2.4	1
155	kv1000/1XD3_A.pdb	6590323682261445120	1828	1367.709437	0.544623	1367.164814	512043	4.0	0.6	1
156	kv1000/1BCP_B.pdb	16184892170038681825	1528	45.935328000000005	0.540752	45.394576	73683	4.0	2.4	1
157	kv1000/1BJA_A.pdb	9807450210772370153	710	51.996371999999994	0.9240790000000001	51.072293	30393	8.0	2.4	1
158	kv1000/1G4T_B.pdb	8963392829568966914	1701	259.138079	0.572214	258.565865	1279253	4.0	0.0	1
159	kv1000/1YHQ_I.pdb	12358967069908446772	519	1416.0287759999999	0.152878	1415.875898	51492	4.0	1.2	1
160	kv1000/1GVN_A.pdb	16694651811649423720	737	328.53371400000003	0.827584	327.70613	31135	8.0	2.4	1
161	kv1000/1NEP_A.pdb	18259113407847652223	1026	738.6413679999999	0.8761610000000001	737.765207	37064	8.0	2.4	1
162	kv1000/1XMK_A.pdb	7606650557876947808	627	1401.868503	0.184021	1401.6844820000001	146640	4.0	0.6	1
163	kv1000/1H4X_A.pdb	50152233680039103	879	364.116425	0.503095	363.61332999999996	35944	6.0	2.4	1
164	kv1000/1T3W_A.pdb	10719348322573769665	1069	1025.159407	1.088489	1024.070918	58537	6.0	2.4	1
165	kv1000/1GU2_A.pdb	14852788548510176597	960	324.614023	0.334804	324.279219	98648	4.0	2.4	1
166	kv1000/1LYQ_A.pdb	16859494116467562631	756	672.810699	0.239715	672.570984	1872	4.0	2.4	1
167	kv1000/1OKC_A.pdb	17985960282588413578	2254	806.530397	1.241742	805.288655	359962	6.0	2.4	1
168	kv1000/1LTS_A.pdb	3782383953355001389	1511	659.164433	0.417407	658.747026	56350	4.0	2.4	1
169	kv1000/1W20_A.pdb	5082863169738184154	3008	1292.262883	1.022089	1291.240794	188448	4.0	2.4	1
170	kv1000/1T2O_C.pdb	3240321502924106756	1142	1022.9243349999999	0.41793800000000003	1022.5063970000001	810137	4.0	0.0	1
171	kv1000/1LVM_A.pdb	5057312712648387772	1827	666.396635	1.133526	665.263109	212353	6.0	2.4	1
172	kv1000/1TR8_A.pdb	10910226196914778673	720	1122.890306	0.303899	1122.586407	47603	4.0	1.2	1
173	kv1000/1IK4_E.pdb	14275138571863617312	1161	427.13624500000003	0.335563	426.80068200000005	146723	4.0	1.2	1
174	kv1000/1K7C_A.pdb	7397205825634709494	1734	591.841538	0.831347	591.010191	101533	6.0	2.4	1
175	kv1000/1WOC_A.pdb	16330416136973119809	763	1333.6928070000001	0.948901	1332.7439060000002	100027	8.0	2.4	1
176	kv1000/1VSG_A.pdb	1433854156366249355	2706	1282.355796	1.493321	1280.862475	660598	4.0	0.6	1
177	kv1000/1KLF_P.pdb	6466032759483256577	2051	622.7463240000001	2.931742	619.814582	221154	8.0	2.4	1
178	kv1000/1P0Z_H.pdb	12773099154337421435	998	812.7377809999999	0.36633499999999997	812.371446	766341	4.0	0.0	1
179	kv1000/1H6P_B.pdb	18057151749969653589	1454	372.061893	0.557826	371.504067	119902	4.0	2.4	1
180	kv1000/1J0W_A.pdb	4483932023169847469	804	477.269454	0.304555	476.964899	517738	4.0	0.0	1
181	kv1000/1RO5_A.pdb	6165184854178468027	1561	930.390459	0.49034399999999995	929.900115	263420	4.0	1.2	1
182	kv1000/1U2H_A.pdb	806101014121856063	749	1136.0498539999999	0.287785	1135.7620689999999	511042	4.0	0.0	1
183	kv1000/1UAK_A.pdb	10257071324932867613	1925	1143.365057	2.303029	1141.0620279999998	288024	8.0	2.4	1
184	kv1000/1TUL_A.pdb	12793482367691339804	810	1126.395682	0.50447	1125.891212	19812	6.0	2.4	1
185	kv1000/1TX4_A.pdb	1566513004455380235	1579	1131.379463	0.521382	1130.858081	317047	4.0	0.6	1
186	kv1000/1Y8O_B.pdb	10176592571243590504	736	1414.355657	0.193525	1414.162132	89277	4.0	1.2	1
187	kv1000/1H5K_A.pdb	17526013140630455772	2369	367.490066	1.246372	366.243694	323458	6.0	2.4	1
188	kv1000/1LYN_B.pdb	9595825670243778563	1047	672.628259	0.309463	672.318796	96496	4.0	1.2	1
189	kv1000/1KLF_P.pdb	9432925055174046130	2051	624.943795	1.051002	623.892793	534437	4.0	0.6	1
190	kv1000/1X91_A.pdb	3677355607583272130	1114	1362.524431	1.1965059999999998	1361.327925	81601	8.0	2.4	1
191	kv1000/1IUW_A.pdb	15144460114650520958	3124	466.79712800000004	1.265684	465.531444	1052310	4.0	0.6	1
192	kv1000/1KLF_P.pdb	16976134234736347136	2051	619.838932	1.9960189999999998	617.842913	186631	6.0	2.4	1
193	kv1000/1BTE_A.pdb	4564309132916836351	738	54.817358999999996	0.23832399999999998	54.579035	175145	4.0	0.6	1
194	kv1000/1ODL_B.pdb	4508768763106371411	1785	786.599567	0.9528040000000001	785.646763	134673	6.0	2.4	1
195	kv1000/1K6M_A.pdb	16005007442052326257	3526	588.008934	1.2143680000000001	586.794566	2651972	4.0	0.0	1
196	kv1000/1NX8_A.pdb	8854366043024562155	2000	766.67029	0.6658810000000001	766.004409	1349422	4.0	0.0	1
197	kv1000/1XJV_A.pdb	11217173300766445544	2311	1386.740113	2.2442349999999998	1384.495878	421804	8.0	2.4	1
198	kv1000/1JQJ_D.pdb	13442464276689161106	2580	562.325607	2.8536349999999997	559.4719719999999	657142	8.0	2.4	1
199	kv1000/1LBA_A.pdb	15072683922210522414	1149	651.020969	1.004956	650.016013	114262	8.0	2.4	1
200	kv1000/20GS_A.pdb	3658664767397060403	1630	1500.702337	0.46180299999999996	1500.240534	74744	4.0	2.4	1
201	kv1000/1T3W_A.pdb	4411364304392580234	1069	1027.37877	0.5863010000000001	1026.792469	948771	4.0	0.0	1
202	kv1000/1S2Z_A.pdb	6069929008848403400	1513	961.044793	0.526215	960.5185779999999	425260	4.0	0.6	1
203	kv1000/1LYQ_A.pdb	11368851945606176037	756	674.096099	0.8493649999999999	673.246734	21454	8.0	2.4	1
204	kv1000/1JDE_A.pdb	15728501630424604917	6716	505.86007800000004	3.3729400000000003	502.487138	1642514	4.0	1.2	1
205	kv1000/1HZX_A.pdb	13859099404310919131	2681	393.869214	0.980979	392.888235	1888901	4.0	0.0	1
206	kv1000/1GRW_D.pdb	16648596503757403128	977	324.09243100000003	0.305367	323.787064	245235	4.0	0.6	1
207	kv1000/1MZP_A.pdb	6424644714062216727	1715	715.091001	0.631314	714.459687	61897	4.0	2.4	1
208	kv1000/1XS6_D.pdb	17196511173042846732	1491	1408.882631	0.49558500000000005	1408.387046	233714	4.0	1.2	1
209	kv1000/1GXK_D.pdb	6312790230639054980	1196	336.06224100000003	1.322942	334.739299	92145	8.0	2.4	1
210	kv1000/1Y14_A.pdb	17617423975073307248	1058	1409.2761369999998	0.435163	1408.840974	51097	4.0	2.4	1
211	kv1000/1POC_A.pdb	5888643696460075462	1064	823.992096	0.679975	823.312121	116250	6.0	2.4	1
212	kv1000/1RJ2_A.pdb	13764487563883818793	2594	919.413319	1.300075	918.1132439999999	645112	4.0	0.6	1
213	kv1000/1OK7_B.pdb	14380709585690872522	2843	800.8076269999999	3.1216619999999997	797.685965	319101	8.0	2.4	1
214	kv1000/1KCF_A.pdb	6655542833723962271	1913	596.2447400000001	1.099853	595.144887	165207	6.0	2.4	1
215	kv1000/1YZH_A.pdb	5956138012545809234	1656	1449.984842	1.4803600000000001	1448.504482	223144	8.0	2.4	1
216	kv1000/2BH1_X.pdb	2647304888068361792	570	1622.6471589999999	0.14079	1622.506369	38496	4.0	1.2	1
217	kv1000/1POC_A.pdb	3330766071646758460	1064	825.7317019999999	0.303325	825.428377	289266	4.0	0.6	1
218	kv1000/1GL4_A.pdb	5268907162305848230	2123	294.79141	0.8137449999999999	293.977665	1612753	4.0	0.0	1
219	kv1000/1KCF_A.pdb	6212517799029136171	1913	599.190369	0.638111	598.552258	484727	4.0	0.6	1
220	kv1000/1RXQ_A.pdb	9535811699336334984	1428	937.2249199999999	1.305707	935.9192130000001	207365	8.0	2.4	1
221	kv1000/1IO8_A.pdb	13820977128620366493	3007	427.965472	0.886783	427.07868899999994	360573	4.0	2.4	1
222	kv1000/1LBA_A.pdb	9068958227454359394	1149	651.411079	0.42104600000000003	650.990033	725446	4.0	0.0	1
223	kv1000/1LFP_A.pdb	11805836133466651098	1923	656.257911	0.686994	655.570917	786850	4.0	0.6	1
224	kv1000/1W8S_E.pdb	4045119509784932138	1937	1308.7010710000002	0.494909	1308.206162	102248	4.0	2.4	1
225	kv1000/1MG7_A.pdb	5628203323435500701	2769	696.20549	1.9044729999999999	694.301017	365537	6.0	2.4	1
226	kv1000/1EJF_A.pdb	4109216896342246854	920	176.22641299999998	0.28134899999999996	175.945064	4008	4.0	2.4	1
227	kv1000/1NEP_A.pdb	9708142962750280369	1026	737.28472	0.2733	737.01142	17001	4.0	2.4	1
228	kv1000/1RGX_A.pdb	13077662283920282403	652	910.794059	0.278281	910.515778	65691	4.0	0.6	1
229	kv1000/1STZ_A.pdb	754033536505301481	2634	1017.345016	2.56396	1014.781056	406813	8.0	2.4	1
230	kv1000/1XHX_C.pdb	3936285946094694762	4667	1382.303435	1.9005779999999999	1380.402857	957836	4.0	1.2	1
